OBJECTID,SHAPE,COBAMA,BARRIOVEREDAID,TIPO_MANZANA,NOMBRE_BARRIO,CODIGO_COMUNA,NOMBRE_COMUNA,SHAPE_Length,SHAPE_Area
51,"(837719.3833934767, 1187811.014768539)",0104015,0104,MZ,Granizal,01,POPULAR,151.28490260485037,924.92396350438
52,"(838277.6900484648, 1188625.1557767815)",0102039,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,73.35405234471745,294.1104709189664
53,"(837172.1986701601, 1188613.2494205856)",0103036,0103,MZ,Popular,01,POPULAR,361.87591364674165,2457.000924338952
54,"(836464.3571915213, 1185209.2978438085)",0409034,0409,MZ,Manrique Central No. 1,04,ARANJUEZ,241.40372971225327,2890.3638748463763
55,"(830876.7874848068, 1184025.2439438463)",1206029,1206,MZ,Santa Lucía,12,LA AMERICA,339.87621460014975,5091.409071034092
56,"(837383.3889181961, 1188983.20096691)",0103070,0103,MZ,Popular,01,POPULAR,1392.2540650205924,17929.281276940364
57,"(837299.3626523791, 1187487.0959034495)",0105040,0105,MZ,Moscú No. 2,01,POPULAR,82.66512121258648,415.5106953442206
58,"(837715.8962334956, 1188357.240979204)",0101093,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,666.2310576343343,6252.091484097992
59,"(837330.2106457845, 1188535.9231921006)",0103039,0103,MZ,Popular,01,POPULAR,245.59285921376915,1304.1690669169093
60,"(837360.1569878361, 1188139.6382676042)",0101025,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,152.769485513899,1116.58253445602
61,"(836891.4243734425, 1187386.5634043668)",0105008,0105,MZ,Moscú No. 2,01,POPULAR,404.57816859459643,4085.4459524160156
62,"(837288.9248884933, 1187436.7920554364)",0105025,0105,MZ,Moscú No. 2,01,POPULAR,64.76653932202534,238.59397252985383
63,"(837787.2099741244, 1188094.7647258393)",0101082,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,162.88363032158568,1334.3132398302646
64,"(837903.1889999299, 1188505.120468741)",0101065,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,248.41020438653686,1679.2156908969444
65,"(837895.7196708055, 1187998.6447422956)",0101007,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,359.0184554069841,4662.111904840357
66,"(837505.2745900098, 1188042.1710933647)",0101021,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,231.92390302782684,1354.3765048359464
67,"(838178.4493067946, 1188597.1998906012)",0102028,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,95.73952556278995,566.4580323552573
68,"(837722.3512542042, 1188640.9467099633)",0101061,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,220.53875119364486,1917.575113595602
69,"(838126.4835313798, 1188536.4207818743)",0102019,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,125.79649448468865,769.3231631962519
70,"(837940.29452543, 1187807.112775777)",0110015,0110,MZ,La Esperanza No. 2,01,POPULAR,156.68930466446935,880.5814599460825
71,"(838234.4169661973, 1187862.8799474011)",0111004,0111,MZ,La Avanzada,01,POPULAR,1437.320166704233,17345.56972697384
72,"(836622.3220541425, 1187491.4172756292)",0106036,0106,MZ,Villa Guadalupe,01,POPULAR,389.536073559126,3020.718231134138
73,"(837944.8899914689, 1187648.2270979027)",0110007,0110,MZ,La Esperanza No. 2,01,POPULAR,240.44776146129308,2861.8551671251626
74,"(829546.1890517463, 1184230.1126289077)",1319005,1319,MZ,El Socorro,13,SAN JAVIER,248.33581265373655,2415.9272862223725
75,"(837225.1922888895, 1187643.1161840681)",0105056,0105,MZ,Moscú No. 2,01,POPULAR,153.26959543173336,1363.4694218704562
76,"(838216.4966593246, 1187261.9170071592)",0112016,0112,MZ,Carpinelo,01,POPULAR,691.1834771174855,5251.219591260881
77,"(837403.9370322312, 1187682.9366543384)",0104004,0104,MZ,Granizal,01,POPULAR,205.27918210119321,1913.7618192641285
78,"(837418.1595909263, 1187527.438682271)",0105054,0105,MZ,Moscú No. 2,01,POPULAR,155.46100305591648,802.8465511037864
79,"(838048.5543284066, 1187368.152380165)",0112026,0112,MZ,Carpinelo,01,POPULAR,219.7431649877409,1380.7313376540242
80,"(837678.2429344917, 1187277.4847157025)",0108007,0108,MZ,El Compromiso,01,POPULAR,165.05704584087187,609.5852815779235
81,"(837853.0602052044, 1188207.5644595702)",0101080,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,256.96841684364875,2274.289081080967
82,"(836875.5625449225, 1187250.3544131636)",0106022,0106,MZ,Villa Guadalupe,01,POPULAR,193.9199538251676,1382.6943596149194
83,"(837312.1241335457, 1187418.89814307)",0105019,0105,MZ,Moscú No. 2,01,POPULAR,127.56849750232413,676.6839414889212
84,"(837465.3571123533, 1188766.7655558402)",0103056,0103,MZ,Popular,01,POPULAR,178.1743295706488,1090.9081784690568
85,"(838123.9805914352, 1187965.1568174919)",0111009,0111,MZ,La Avanzada,01,POPULAR,195.32871453079966,1546.8194100985747
86,"(838067.310237198, 1187983.2411579916)",0111007,0111,MZ,La Avanzada,01,POPULAR,165.93060559831312,1342.0386751285312
87,"(838220.2286516731, 1188568.8376310556)",0102027,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,135.36450669495872,759.3050612033543
88,"(837335.6656144699, 1187745.923696972)",0104008,0104,MZ,Granizal,01,POPULAR,267.8745300730239,1395.897167064135
89,"(838278.4757802626, 1187975.2991361502)",0111010,0111,MZ,La Avanzada,01,POPULAR,1015.0184325556505,11029.640617039991
90,"(829864.3772584967, 1181160.6419766594)",1616018,1616,N,Las Violetas,16,BELEN,274.7994663100874,1893.063762858856
91,"(837382.7525928905, 1187443.655154147)",0105028,0105,MZ,Moscú No. 2,01,POPULAR,141.3542688535192,922.7682372685317
92,"(838132.1372791703, 1188510.0748347742)",0102017,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,121.52995204532641,781.6076622607666
93,"(838204.3337947276, 1188602.7527798766)",0102031,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,96.65219493630435,557.1627670953723
94,"(837920.6374398242, 1187745.3270384104)",0110010,0110,MZ,La Esperanza No. 2,01,POPULAR,362.8467682232997,3412.6088533627862
95,"(837882.4029481454, 1187895.7145025868)",0101005,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,141.79789720224178,1132.70252535117
96,"(837041.5776175287, 1186998.9750209905)",0106002,0106,MZ,Villa Guadalupe,01,POPULAR,187.65368184992963,1403.6757796341985
97,"(838107.0394639322, 1188023.2997219327)",0111015,0111,MZ,La Avanzada,01,POPULAR,191.91544234325391,1541.464469713266
98,"(837084.3959759412, 1186971.741924636)",0106001,0106,MZ,Villa Guadalupe,01,POPULAR,772.6853951574975,7479.353844614647
99,"(837513.6557903602, 1188278.744003966)",0101042,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,110.30679705433592,646.0481600885798
100,"(837479.3591202516, 1187049.143464631)",0107002,0107,MZ,San Pablo,01,POPULAR,144.39059115524398,1206.7656701201445
101,"(831222.9216997647, 1184312.6147715398)",1304021,1304,MZ,Los Alcázares,13,SAN JAVIER,160.7759997710182,1557.4736925627528
102,"(837817.9305062199, 1187479.5837496624)",0108019,0108,MZ,El Compromiso,01,POPULAR,322.5321598315047,2839.933928533304
103,"(837192.4350600144, 1188952.4777047639)",0103063,0103,MZ,Popular,01,POPULAR,142.7283045703325,705.6808947461122
104,"(837315.4899732517, 1187695.6170718495)",0104006,0104,MZ,Granizal,01,POPULAR,290.025834653984,1598.6730075938303
105,"(837868.9318910423, 1187844.5204073389)",0101002,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,210.16602536823487,2282.0277891983897
106,"(837312.808876056, 1188181.80964883)",0101029,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,364.88103344103854,2619.2516360122086
107,"(837513.3632744782, 1188459.010565435)",0101051,0101,N,Santo Domingo Savio No. 1,01,POPULAR,425.89977536827706,3212.29380110875
108,"(837107.1815913515, 1187713.8638449793)",0105059,0105,MZ,Moscú No. 2,01,POPULAR,229.69266553948168,2385.8204393598658
109,"(838330.0463090144, 1187583.4399150463)",0112042,0112,MZ,Carpinelo,01,POPULAR,253.2030494497488,1738.4320122964727
110,"(837311.2675820435, 1187510.8906399247)",0105048,0105,MZ,Moscú No. 2,01,POPULAR,57.293460324859424,200.02268913613955
111,"(837323.906378505, 1187466.7503159856)",0105030,0105,MZ,Moscú No. 2,01,POPULAR,191.98058361296614,1027.4333630399076
112,"(837209.0967006884, 1188880.427869934)",0103062,0103,MZ,Popular,01,POPULAR,408.92285163525673,3158.26777290339
113,"(837096.1924885485, 1187928.6279551086)",0104028,0104,MZ,Granizal,01,POPULAR,257.44685649086085,2192.6776472941515
114,"(838140.6485166497, 1188617.6173193043)",0102022,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,89.92616073749068,508.77687010696536
115,"(837446.0654953857, 1188272.8477469487)",0101039,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,410.6270411143222,2823.93309029753
116,"(837808.7962344973, 1187342.7853774813)",0108011,0108,MZ,El Compromiso,01,POPULAR,180.0240438924222,624.689705874724
117,"(837419.5987599122, 1188050.3460200068)",0101088,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,362.29972566336755,2367.3759869393743
118,"(837510.2631476589, 1188189.1275151595)",0101034,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,282.3202641578693,2157.999629204915
119,"(837537.6112731505, 1187678.058167017)",0104012,0104,MZ,Granizal,01,POPULAR,940.2638405284217,13180.598902319034
120,"(838145.539401079, 1188012.8712855182)",0111014,0111,MZ,La Avanzada,01,POPULAR,274.82367754378805,2660.663946046235
121,"(838264.6552195847, 1188523.854778945)",0102034,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,186.03326585676209,1133.4050460204776
122,"(837922.6035103968, 1187220.8411709159)",0109007,0109,MZ,Aldea Pablo VI,01,POPULAR,132.2586411171585,577.1217721806977
123,"(838090.478648544, 1187977.471837895)",0111008,0111,MZ,La Avanzada,01,POPULAR,112.6623692729484,660.0837441362669
124,"(831096.4337221534, 1184261.6038603992)",1304018,1304,MZ,Los Alcázares,13,SAN JAVIER,190.63029714108598,1821.6089063838317
125,"(831151.1141292426, 1184260.0368251675)",1304019,1304,MZ,Los Alcázares,13,SAN JAVIER,172.80449295678497,1605.2593009891957
126,"(837467.1583911505, 1187024.246217273)",0107003,0107,MZ,San Pablo,01,POPULAR,540.3184944454401,2229.484092247572
127,"(837536.1819840574, 1188672.6470633103)",0101055,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,384.34094024459904,3469.009745047331
128,"(838247.7230650249, 1188572.7969079488)",0102033,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,181.5121108556343,976.7901019430832
129,"(837137.765231068, 1187386.3038201036)",0105006,0105,MZ,Moscú No. 2,01,POPULAR,177.30400804106392,771.9376162254375
130,"(837471.265559677, 1188244.9628564785)",0101040,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,129.54158538253952,787.0981638760442
131,"(837356.3501826908, 1188877.9876380644)",0103060,0103,MZ,Popular,01,POPULAR,303.8598554400496,2377.5519831945453
132,"(838230.3525878324, 1188611.6144690001)",0102032,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,96.93042996074773,443.9324191280702
133,"(837349.5427145456, 1188220.2084391844)",0101037,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,286.207242887529,2109.202370015526
134,"(838079.4047661818, 1188038.0979362011)",0111016,0111,MZ,La Avanzada,01,POPULAR,298.44180643385636,1563.623881175551
135,"(837739.0745945262, 1187486.0754195722)",0108015,0108,MZ,El Compromiso,01,POPULAR,522.3761459741308,4299.735209565339
136,"(837852.2985770601, 1188083.210336255)",0101012,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,530.8826001804476,6398.351817325467
137,"(837958.010949394, 1187442.7877303718)",0108031,0108,MZ,El Compromiso,01,POPULAR,62.111140871532385,211.28500550982363
138,"(837784.1335596895, 1188642.3675201985)",0101062,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,455.6328314635904,3975.848299442686
139,"(837882.8154350787, 1187253.080733369)",0109004,0109,MZ,Aldea Pablo VI,01,POPULAR,193.24585197900862,2217.7765504850354
140,"(828475.3923730648, 1181354.3821788842)",7085013,7085,MZ,San Pablo,70,ALTAVISTA,1648.9214306111894,41983.15916060121
141,"(837250.9740709667, 1188795.7125352537)",0103053,0103,MZ,Popular,01,POPULAR,343.5292621384177,2803.4692909162395
142,"(837255.4921301358, 1187390.5716417988)",0105014,0105,MZ,Moscú No. 2,01,POPULAR,145.5118449306274,1243.3404492350428
143,"(837821.1285577653, 1188683.1312575473)",0101104,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,781.5611978892866,4249.309272465586
144,"(837964.8848223218, 1187737.5425767263)",0110011,0110,MZ,La Esperanza No. 2,01,POPULAR,262.17855265856184,3086.0373070801447
145,"(837932.3101837315, 1187875.298472958)",0101001,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,403.1806008935435,4550.8680754713105
146,"(836816.7778964858, 1187801.427739938)",0209024,0209,MZ,Moscú No. 1,02,SANTA CRUZ,348.52689650222146,3892.7933185520387
147,"(838119.2884307691, 1188564.507438297)",0102020,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,151.68129653730747,931.2392569864555
148,"(838433.1281491958, 1187802.773591806)",0111001,0111,MZ,La Avanzada,01,POPULAR,1261.508425325516,20462.30373564125
149,"(837309.8566924442, 1187374.266592417)",0105015,0105,MZ,Moscú No. 2,01,POPULAR,159.0242525039306,1474.6700924158592
150,"(837285.3544602438, 1189016.0675088929)",0103069,0103,MZ,Popular,01,POPULAR,241.64662608759906,1644.1439283157474
151,"(836700.9303034162, 1187450.1055916545)",0106034,0106,MZ,Villa Guadalupe,01,POPULAR,338.8507055176477,3234.451870337295
152,"(837630.52399899, 1188276.1779636892)",0101095,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,446.50200733549184,3030.185117130486
153,"(838054.8083111477, 1188305.2498794147)",0101071,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,318.8526964703668,3243.52104434602
154,"(837718.6412181613, 1188703.4389728056)",0101102,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,587.3887922131713,2506.6704313763576
155,"(837576.2956622611, 1188954.4137389548)",0103073,0103,MZ,Popular,01,POPULAR,567.86497559866,13085.034382356
156,"(837462.972397366, 1188493.7205196663)",0101050,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,420.41824652137285,7795.9702062649885
157,"(836549.0805504248, 1187434.9742334143)",0106037,0106,MZ,Villa Guadalupe,01,POPULAR,277.9826400440043,3342.2079356284657
158,"(837752.8875311341, 1188064.70637464)",0101085,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,239.72476054324113,2855.7667798509196
159,"(837826.0025165653, 1188032.137171199)",0101013,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,258.6211541292441,1782.2699406858003
160,"(837425.5513340919, 1187501.8106785542)",0105053,0105,MZ,Moscú No. 2,01,POPULAR,91.36224505372917,494.7829336386017
161,"(838111.7772074066, 1188593.9910578933)",0102021,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,175.8805882919736,952.2968992032464
162,"(837152.1590564841, 1188082.8258950817)",0103002,0103,MZ,Popular,01,POPULAR,445.64103047147773,2007.7913992142942
163,"(838289.3117829079, 1187207.7917638388)",0112014,0112,MZ,Carpinelo,01,POPULAR,221.27604175864877,1509.5061093020156
164,"(837743.5681901545, 1187822.0651425028)",0104016,0104,MZ,Granizal,01,POPULAR,274.5320791848275,1509.7216437556965
165,"(837070.0268145534, 1187729.0702785505)",0105058,0105,MZ,Moscú No. 2,01,POPULAR,106.9811521780976,547.2908458343163
166,"(837442.8377248544, 1189061.5917444685)",0103075,0103,MZ,Popular,01,POPULAR,236.46754702788965,1667.521660984543
167,"(837158.3035986064, 1187406.3973631558)",0105012,0105,MZ,Moscú No. 2,01,POPULAR,130.44291289827314,551.1556128143609
168,"(838187.2213088373, 1187135.9048596362)",0112006,0112,MZ,Carpinelo,01,POPULAR,479.11529910081566,1850.4803134640588
169,"(837435.0071950782, 1187239.6560227457)",0107016,0107,MZ,San Pablo,01,POPULAR,447.3921007489734,5910.350620971884
170,"(837959.5747240427, 1188513.8082141962)",0101066,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,339.82841797966717,4308.854730401957
171,"(838194.8006313513, 1188626.6472181354)",0102030,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,98.6167844958944,545.5333094585372
172,"(837337.2250616783, 1187523.5705883892)",0105050,0105,MZ,Moscú No. 2,01,POPULAR,69.25023104028112,277.0006940929521
173,"(837387.604217102, 1187467.907420959)",0105041,0105,MZ,Moscú No. 2,01,POPULAR,85.0749084665836,365.5912064709389
174,"(837351.5481113704, 1187684.6403499143)",0104005,0104,MZ,Granizal,01,POPULAR,200.46858406871854,1491.0465165506012
175,"(837480.1903149645, 1188565.0987434657)",0101052,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,347.4691287077219,3099.4432259168348
176,"(837496.3847587245, 1188096.081821262)",0101023,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,293.63021559523065,2659.5475063258555
177,"(838108.6739627335, 1187523.499818165)",0112030,0112,MZ,Carpinelo,01,POPULAR,239.66569710443164,2124.444926857537
178,"(837521.5762496842, 1187227.7148444408)",0107017,0107,MZ,San Pablo,01,POPULAR,586.4349926380473,5388.127190841801
179,"(837533.8238374925, 1188762.3577725429)",0101057,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,290.0566542997188,2300.623856227823
180,"(837697.4016714414, 1187567.5959087724)",0107034,0107,MZ,San Pablo,01,POPULAR,158.08133108318884,1192.6289367466798
181,"(836784.3248965427, 1187207.4113450036)",0106014,0106,MZ,Villa Guadalupe,01,POPULAR,500.59680663927713,6348.05018142554
182,"(837072.5563244841, 1187136.4768947265)",0106010,0106,MZ,Villa Guadalupe,01,POPULAR,283.33773277298945,1905.3656270464157
183,"(837601.4903828253, 1185149.7073234613)",0305020,0305,ZV,El Raizal,03,MANRIQUE,26.563233525048414,38.851816162927314
184,"(836737.3694837679, 1183593.331789217)",0803032,0803,ZV,San Miguel,08,VILLA HERMOSA,145.87561815454126,893.4790822403444
185,"(837153.4752601808, 1188202.4496166864)",0103003,0103,MZ,Popular,01,POPULAR,383.1817596132896,2818.6641738589083
186,"(837872.4006179203, 1188145.559599438)",0101081,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,263.5064383522929,2631.0588849875203
187,"(837412.587453887, 1187427.725863228)",0105027,0105,MZ,Moscú No. 2,01,POPULAR,65.11871048130347,246.36626209089548
188,"(838299.0323994396, 1188595.0601427285)",0102040,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,137.76760660492775,785.1424198212584
189,"(837536.3743573903, 1187758.1718213684)",0104010,0104,MZ,Granizal,01,POPULAR,205.38258770113273,1902.9276055237565
190,"(837412.5450178615, 1187071.727635891)",0107007,0107,MZ,San Pablo,01,POPULAR,317.44386537968836,5533.899867036319
191,"(836630.0493033354, 1187572.5031144058)",0105061,0105,MZ,Moscú No. 2,01,POPULAR,98.54343741081654,181.41905290479045
192,"(837492.7298592557, 1188759.871434078)",0103057,0103,MZ,Popular,01,POPULAR,189.5311556753789,1640.831497899034
193,"(837526.295404952, 1187613.4790776423)",0107038,0107,MZ,San Pablo,01,POPULAR,1323.5550564766734,6831.122987832592
194,"(837484.2386771983, 1188386.2285067958)",0101047,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,382.1502116007908,2681.0216750767036
195,"(837398.1140736275, 1188407.7542715268)",0101048,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,265.7106168808956,2331.376387016225
196,"(837458.03930421, 1188352.4994856939)",0101046,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,313.9021126959158,1911.1806270462093
197,"(837977.4397804474, 1187806.9176041526)",0110014,0110,MZ,La Esperanza No. 2,01,POPULAR,181.9784515962929,2011.0602950342486
198,"(838273.9411827441, 1188623.4604980976)",0102012,0102,MZ,Santo Domingo Savio No. 2,01,POPULAR,2372.036064570504,4782.843442438445
199,"(837447.725182881, 1188315.8070732518)",0101045,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,198.40943145858327,1877.526811283504
200,"(837414.0315874156, 1188173.5448698972)",0101031,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,231.518451818337,1221.2828876494482
201,"(837568.4421919045, 1188725.410994691)",0101056,0101,MZ,Santo Domingo Savio No. 1,01,POPULAR,486.0427940299581,3375.4385740282587
