OBJECTID,SHAPE,COBAMA,BARRIOVEREDAID,TIPO_MANZANA,NOMBRE_BARRIO,CODIGO_COMUNA,NOMBRE_COMUNA,SHAPE_Length,SHAPE_Area 
1845,"(836059.9516879413, 1187160.3924042534)",0402020,0402,MZ,San Isidro,04,ARANJUEZ,331.78319152232154,5687.214708875578
1846,"(835669.5400799738, 1187594.5420947254)",0402043,0402,MZ,San Isidro,04,ARANJUEZ,549.0888028787322,5676.150133925912
1847,"(832976.7641867703, 1180044.1476100744)",1504035,1504,MZ,Santa Fé,15,GUAYABAL,266.54592325361847,3629.46917758444
1848,"(832892.3145376456, 1180115.4316348687)",1504046,1504,MZ,Santa Fé,15,GUAYABAL,248.66181375785382,3257.0472429160627
1849,"(833406.3946656687, 1180086.6556582933)",1504059,1504,MZ,Santa Fé,15,GUAYABAL,277.99784639357716,3959.683929367897
1850,"(833656.1660161632, 1180494.7240470676)",1504080,1504,MZ,Santa Fé,15,GUAYABAL,249.19161871547348,3083.936908932404
1851,"(833431.8560786009, 1180180.764248463)",1504068,1504,MZ,Santa Fé,15,GUAYABAL,277.99521902096393,3959.849540602312
1852,"(829825.1308658883, 1185358.6282155502)",1307076,1307,MZ,Juan XXIII La Quiebra,13,SAN JAVIER,2580.6025293884236,37999.26684040223
1853,"(836854.9753158829, 1186414.925561119)",0302073,0302,MZ,Las Granjas,03,MANRIQUE,306.90307426881395,3535.7508612965885
1854,"(837095.6726432064, 1184665.5034542787)",0308027,0308,MZ,Manrique Oriental,03,MANRIQUE,186.9615206909581,1611.6056437712282
1855,"(837331.7544106428, 1186639.8962480957)",0302104,0302,MZ,Las Granjas,03,MANRIQUE,145.79278033568434,872.1320012598607
1856,"(837086.7972300138, 1186077.9759064817)",0302027,0302,MZ,Las Granjas,03,MANRIQUE,256.26163435387485,3208.293122469958
1857,"(837559.7940194608, 1186647.901278483)",0302110,0302,MZ,Las Granjas,03,MANRIQUE,349.8860414131725,1749.1926467763644
1858,"(837142.3256177271, 1186252.4880770477)",0302044,0302,MZ,Las Granjas,03,MANRIQUE,412.0212585431879,4610.192930437748
1859,"(837458.7951676437, 1186144.676247405)",0302047,0302,MZ,Las Granjas,03,MANRIQUE,166.69738566835457,1492.1441975275534
1860,"(837402.8241083437, 1186602.0993335622)",0302105,0302,MZ,Las Granjas,03,MANRIQUE,186.0074924792637,1458.531231721147
1861,"(834234.5562306403, 1180726.057360423)",1401005,1401,MZ,Barrio Colombia,14,EL POBLADO,2118.8346609670166,49003.97275136063
1862,"(834424.8959659257, 1179997.8644680285)",1403018,1403,MZ,Villa Carlota,14,EL POBLADO,2944.597046585326,302323.42833582277
1863,"(835919.4893372096, 1185998.389462864)",0414031,0414,MZ,Brasilia,04,ARANJUEZ,268.4566176428689,3946.818078607879
1864,"(835264.01951534, 1186246.7718798085)",0405082,0405,MZ,Moravia,04,ARANJUEZ,153.65898625202482,1195.4485864372834
1865,"(835525.7716737977, 1184816.7876769055)",0407010,0407,MZ,Sevilla,04,ARANJUEZ,281.287092177979,3594.5376032937115
1866,"(835361.4112420967, 1185940.2228057736)",0405035,0405,MZ,Moravia,04,ARANJUEZ,165.91253358639975,788.1191055137825
1867,"(835400.0687065178, 1185902.5411050173)",0405033,0405,MZ,Moravia,04,ARANJUEZ,110.16939399134067,740.7453340488304
1868,"(836315.5993819251, 1186868.4637121456)",0401006,0401,MZ,Berlin,04,ARANJUEZ,336.18923794166017,5946.983155315969
1869,"(835275.3257193967, 1185841.5545578022)",0405021,0405,MZ,Moravia,04,ARANJUEZ,107.23581260232446,612.5649940337287
1870,"(836362.6184800024, 1186648.7895398415)",0412016,0412,MZ,La Piñuela,04,ARANJUEZ,111.93503850379273,578.429892515285
1871,"(836126.0617295963, 1186155.5530700078)",0414040,0414,MZ,Brasilia,04,ARANJUEZ,237.0541997598415,3170.6136368820567
1872,"(836132.9538271414, 1185862.2015705241)",0414026,0414,MZ,Brasilia,04,ARANJUEZ,263.42644958517843,4224.564775111997
1873,"(835796.2833960991, 1185498.7694713047)",0414004,0414,MZ,Brasilia,04,ARANJUEZ,573.3412750518742,3952.07320506527
1874,"(835381.0677963317, 1187360.8334456638)",0403016,0403,MZ,Palermo,04,ARANJUEZ,392.60705119641125,8598.392342575837
1875,"(835414.3024234269, 1186033.2852305346)",0405110,0405,MZ,Moravia,04,ARANJUEZ,215.76281802792576,2355.613404724194
1876,"(836191.7828812402, 1186185.6560393611)",0414039,0414,MZ,Brasilia,04,ARANJUEZ,557.194289278711,7536.2583837819875
1877,"(821568.1004838143, 1193527.2992708713)",5089003,5089,MZ,Suburbano Palmitas,50,PALMITAS,1905.682830427307,70908.0359964252
1878,"(837558.6903284133, 1187927.1185975908)",0104040,0104,N,Granizal,01,POPULAR,337.29444568118396,3169.833388388536
1879,"(836597.8498765279, 1185973.5781747168)",0410041,0410,MZ,Campo Valdés No. 1,04,ARANJUEZ,243.568320845908,3454.2699459949154
1880,"(835924.5889607051, 1187168.3972540838)",0402022,0402,MZ,San Isidro,04,ARANJUEZ,337.8645688193413,5735.699042434157
1881,"(835969.9247805353, 1186727.081601255)",0413035,0413,MZ,Aranjuez,04,ARANJUEZ,281.30093403826186,4464.187550697785
1882,"(835331.0915972219, 1186565.1253785547)",0404012,0404,MZ,Bermejal-Los Alamos,04,ARANJUEZ,155.50140039264505,1493.2571839134962
1883,"(836560.2046944257, 1186077.7039749585)",0410043,0410,MZ,Campo Valdés No. 1,04,ARANJUEZ,247.70776356032513,3447.8185129296794
1884,"(835726.3355733542, 1186355.386124572)",0413005,0413,MZ,Aranjuez,04,ARANJUEZ,360.49598120383973,4852.5346035017365
1885,"(836570.7225851795, 1187219.485696054)",0401030,0401,MZ,Berlin,04,ARANJUEZ,349.2169090622957,3659.217361043546
1886,"(836534.4591999078, 1186228.5936317549)",0411003,0411,MZ,Las Esmeraldas,04,ARANJUEZ,406.6023259537033,5048.087209680556
1887,"(836180.6028577533, 1186747.4137783598)",0412028,0412,MZ,La Piñuela,04,ARANJUEZ,295.7538595731654,4734.236709743134
1888,"(836343.1731430077, 1186299.073686503)",0411017,0411,MZ,Las Esmeraldas,04,ARANJUEZ,254.47002086230967,3018.8799699002716
1889,"(837193.3853859428, 1186064.6384897179)",0302023,0302,MZ,Las Granjas,03,MANRIQUE,252.9204825031993,3569.087892226041
1890,"(837528.7893203193, 1186347.6166946897)",0302060,0302,MZ,Las Granjas,03,MANRIQUE,175.39577708117196,1344.6371713890028
1891,"(837652.9244790552, 1186487.7170349117)",0302120,0302,MZ,Las Granjas,03,MANRIQUE,602.6408916351876,5206.751890448046
1892,"(837750.7694500146, 1184509.6764661493)",0309015,0309,MZ,Versalles No. 1,03,MANRIQUE,864.7681503976869,10810.849955248403
1893,"(837659.7480554325, 1184690.3405482913)",0309028,0309,MZ,Versalles No. 1,03,MANRIQUE,162.13129776122,1216.8986638379522
1894,"(837175.7513875554, 1185084.2667497313)",0305006,0305,MZ,El Raizal,03,MANRIQUE,367.8397160059937,4115.415595677667
1895,"(837926.3330930615, 1184937.2841580976)",0309054,0309,MZ,Versalles No. 1,03,MANRIQUE,346.35488320864624,6320.689185071711
1896,"(836134.9637750727, 1187297.825209053)",0402036,0402,MZ,San Isidro,04,ARANJUEZ,365.2687995208675,5816.516180901601
1897,"(836024.7400742265, 1185903.471920742)",0414024,0414,MZ,Brasilia,04,ARANJUEZ,152.27663159184905,1492.654355869406
1898,"(835766.6982537638, 1186437.1694874433)",0413010,0413,MZ,Aranjuez,04,ARANJUEZ,289.9822037860981,5147.556427780262
1899,"(835939.8836510569, 1185602.3629157466)",0414009,0414,MZ,Brasilia,04,ARANJUEZ,501.9220256611849,7805.6426645742895
1900,"(835287.0491064574, 1186191.716621875)",0405070,0405,MZ,Moravia,04,ARANJUEZ,130.58522851545897,989.6564361729788
1901,"(836056.0079892919, 1185582.7787013436)",0414008,0414,MZ,Brasilia,04,ARANJUEZ,383.8387065320565,8419.31039979023
1902,"(835249.5111160439, 1185853.5965740108)",0405020,0405,MZ,Moravia,04,ARANJUEZ,109.09946625445579,768.3830392405172
1903,"(835373.9105525728, 1185858.1538144383)",0405025,0405,MZ,Moravia,04,ARANJUEZ,165.02451877550618,1026.6716286246178
1904,"(836509.8065434231, 1186087.0891330508)",0410044,0410,MZ,Campo Valdés No. 1,04,ARANJUEZ,217.71378584461695,2342.0719412624867
1905,"(836519.0462660905, 1186859.2314980563)",0401003,0401,MZ,Berlin,04,ARANJUEZ,331.2874076610757,5677.766525131689
1906,"(835633.5188166526, 1186886.2879249875)",0402009,0402,MZ,San Isidro,04,ARANJUEZ,448.92710480369965,9243.042113658763
1907,"(836046.5218177378, 1186880.58569485)",0402002,0402,MZ,San Isidro,04,ARANJUEZ,431.59148567971056,5640.9790603029705
1908,"(836260.364541672, 1184620.087052819)",0409004,0409,MZ,Manrique Central No. 1,04,ARANJUEZ,233.28414455545345,3333.0771069718908
1909,"(835238.8295151937, 1186078.1829531584)",0405059,0405,MZ,Moravia,04,ARANJUEZ,62.36303078274874,210.24443282068842
1910,"(835229.4980974859, 1186381.9902079029)",0405087,0405,MZ,Moravia,04,ARANJUEZ,203.53669702277304,1798.858132986955
1911,"(836474.9103400235, 1187300.8793405527)",0401029,0401,MZ,Berlin,04,ARANJUEZ,434.9973306563966,8547.136668662642
1912,"(835125.6726514399, 1186341.6332651544)",0405089,0405,MZ,Moravia,04,ARANJUEZ,242.4333564784748,1853.8994541634675
1913,"(835152.5205485192, 1186502.3296301744)",0405094,0405,MZ,Moravia,04,ARANJUEZ,321.4347297044725,1910.051360903651
1914,"(835084.3390118802, 1186618.4431162835)",0405100,0405,MZ,Moravia,04,ARANJUEZ,192.1259330238993,1705.3193124694862
1915,"(835330.7249999169, 1185736.1905140032)",0405010,0405,MZ,Moravia,04,ARANJUEZ,119.40089586239333,633.0018473547271
1916,"(831378.7194827824, 1186049.1794271537)",0717013,0717,MZ,Robledo,07,ROBLEDO,2976.656397330911,138855.7309442388
1917,"(836237.7712717918, 1186606.7998690375)",0412012,0412,MZ,La Piñuela,04,ARANJUEZ,317.5838196279005,4974.3098158727935
1918,"(836507.9405851352, 1186603.2569841852)",0412018,0412,MZ,La Piñuela,04,ARANJUEZ,344.9173066325089,6221.335551020549
1919,"(836411.7136455196, 1187407.2752244961)",0401031,0401,MZ,Berlin,04,ARANJUEZ,399.6236362276073,5110.812749011713
1920,"(837866.0148301866, 1186935.5848935915)",0314007,0314,MZ,San José la Cima No. 1,03,MANRIQUE,885.0608248062922,13911.445614688388
1921,"(838126.9765892971, 1182274.2584013361)",0813059,0813,N,Villatina,08,VILLA HERMOSA,361.8180988184067,2058.0674428861284
1922,"(837815.5548746577, 1184651.3435739565)",0309024,0309,MZ,Versalles No. 1,03,MANRIQUE,811.0826392183918,5499.3193052067
1923,"(835111.418744598, 1186250.6653671125)",0405077,0405,MZ,Moravia,04,ARANJUEZ,88.31413112124812,455.0045270911282
1924,"(835306.6085130495, 1184931.783832599)",0407016,0407,MZ,Sevilla,04,ARANJUEZ,215.04021993766713,2466.1889309286357
1925,"(835790.0409701302, 1187175.094141054)",0402024,0402,MZ,San Isidro,04,ARANJUEZ,333.5890049650327,5734.278093464913
1926,"(836292.9791766535, 1186213.7207976184)",0411014,0411,MZ,Las Esmeraldas,04,ARANJUEZ,96.78841077714293,558.4850984954564
1927,"(835785.8905297898, 1185607.3411481564)",0414011,0414,MZ,Brasilia,04,ARANJUEZ,166.33217730006868,1709.8880950396026
1928,"(835793.5868006112, 1185652.1832149883)",0414012,0414,MZ,Brasilia,04,ARANJUEZ,164.13786648689253,1705.5067042242133
1929,"(835855.0413509941, 1185641.623744516)",0414013,0414,MZ,Brasilia,04,ARANJUEZ,166.38682694606754,1705.752053574379
1930,"(836199.8486027692, 1185850.1070651081)",0410021,0410,MZ,Campo Valdés No. 1,04,ARANJUEZ,260.105516961297,4136.61778449297
1931,"(835419.2414303316, 1186947.807476053)",0403003,0403,MZ,Palermo,04,ARANJUEZ,224.3477887348277,1877.3308527681352
1932,"(835981.8008283256, 1186324.1964156395)",0413001,0413,ZV,Aranjuez,04,ARANJUEZ,2062.1359737837543,51684.935602456935
1933,"(837956.9714669487, 1187974.3621398348)",0101008,0101,N,Santo Domingo Savio No. 1,01,POPULAR,355.80740723680344,2168.736736601183
1934,"(835911.5080016041, 1186887.1194815421)",0402004,0402,MZ,San Isidro,04,ARANJUEZ,340.6859645308558,5898.1059770024685
1935,"(835272.444815408, 1185739.2001021982)",0405005,0405,MZ,Moravia,04,ARANJUEZ,165.36512790715057,1112.6871592312948
1936,"(835242.0017017234, 1185748.194207437)",0405004,0405,MZ,Moravia,04,ARANJUEZ,173.55352928004766,779.3111582826557
1937,"(835303.8893398495, 1185721.5556245095)",0405007,0405,MZ,Moravia,04,ARANJUEZ,111.9696984013736,715.2625865243805
1938,"(835291.5190737657, 1185702.6412332754)",0405006,0405,MZ,Moravia,04,ARANJUEZ,108.63474290408719,567.5053102069971
1939,"(835134.4473990612, 1186534.8381632266)",0405096,0405,MZ,Moravia,04,ARANJUEZ,126.64550736108887,856.5441857737658
1940,"(835432.2972573617, 1185693.369811197)",0415006,0415,MZ,Miranda,04,ARANJUEZ,280.79643419739665,4889.902036300666
1941,"(835028.227744989, 1185580.5453509374)",0417002,0417,MZ,Parque Norte,04,ARANJUEZ,1963.8028113338844,222609.35798802026
1942,"(835521.6362746845, 1185386.784747185)",0416001,0416,MZ,Jardín Botánico,04,ARANJUEZ,1536.3893042678255,147274.4660089404
1943,"(835350.923870587, 1185808.1436249977)",0405023,0405,MZ,Moravia,04,ARANJUEZ,490.00442664531596,3361.7973199988323
1944,"(836526.2836307646, 1186997.5758780031)",0401014,0401,MZ,Berlin,04,ARANJUEZ,344.8609818549556,5790.608658491016
1945,"(835321.7152840924, 1186221.6395849106)",0405071,0405,MZ,Moravia,04,ARANJUEZ,464.0769579414251,4865.307857572771
1946,"(836300.7299807114, 1186610.2345214123)",0412013,0412,MZ,La Piñuela,04,ARANJUEZ,288.8720074787073,4537.8042087869035
1947,"(835461.6597221855, 1186361.40465177)",0404005,0404,MZ,Bermejal-Los Alamos,04,ARANJUEZ,269.1736473932873,3468.1109287098893
1948,"(835183.776961551, 1186219.1331661209)",0405074,0405,MZ,Moravia,04,ARANJUEZ,496.00327597668263,3412.5244267880666
1949,"(835223.3546170443, 1186920.7675884103)",0405108,0405,MZ,Moravia,04,ARANJUEZ,2058.606177106389,25342.137854374607
1950,"(836142.0464476718, 1184631.744536588)",0409005,0409,MZ,Manrique Central No. 1,04,ARANJUEZ,460.03574101818975,11357.080535311212
1951,"(836231.4452018102, 1185190.8618088535)",0409032,0409,MZ,Manrique Central No. 1,04,ARANJUEZ,339.2403294054059,5635.256866829197
1952,"(835678.0734357891, 1186684.4781892884)",0413039,0413,MZ,Aranjuez,04,ARANJUEZ,207.70202550987815,2380.3030860716713
1953,"(835554.8668383529, 1185959.6814974076)",0415017,0415,MZ,Miranda,04,ARANJUEZ,292.68395838497923,5322.949488647818
1954,"(836328.50001329, 1185207.7864600865)",0409036,0409,MZ,Manrique Central No. 1,04,ARANJUEZ,394.0487853366451,7494.165264736333
1955,"(835933.329122477, 1184762.595816683)",0408007,0408,MZ,San Pedro,04,ARANJUEZ,261.8043498388367,4365.365691880083
1956,"(837071.8598677433, 1187650.506077241)",0105037,0105,MZ,Moscú No. 2,01,POPULAR,499.91877079389997,4404.348001877635
1957,"(832510.417759535, 1184265.4685076105)",1113037,1113,MZ,El Estadio,11,LAURELES,287.99597166237027,4196.192924185096
1958,"(835720.1733193108, 1186611.316775561)",0413025,0413,MZ,Aranjuez,04,ARANJUEZ,391.2621426339447,7299.381492440531
1959,"(835894.6175996508, 1185007.3900988763)",0408011,0408,MZ,San Pedro,04,ARANJUEZ,235.77576096051664,3524.1400573672568
1960,"(835785.9492334578, 1185024.6450834763)",0408012,0408,MZ,San Pedro,04,ARANJUEZ,374.4037570986419,6483.380866502857
1961,"(835347.0655393628, 1187134.637073542)",0403006,0403,MZ,Palermo,04,ARANJUEZ,308.8570073371913,2490.1470179624553
1962,"(835376.8478865, 1187269.7477718014)",0403014,0403,MZ,Palermo,04,ARANJUEZ,249.47241362460045,1628.4197657257848
1963,"(836086.9323961703, 1186318.1081659442)",0413007,0413,MZ,Aranjuez,04,ARANJUEZ,265.5698672304871,3271.2350782257417
1964,"(832912.5098354848, 1177658.5215592596)",1510032,1510,MZ,Guayabal,15,GUAYABAL,429.99748554163756,2374.9967316164475
1965,"(829733.9983110104, 1185062.9677845)",1307061,1307,MZ,Juan XXIII La Quiebra,13,SAN JAVIER,1418.268543145831,21076.03768436168
1966,"(829836.0181999088, 1185197.1859238534)",1307059,1307,MZ,Juan XXIII La Quiebra,13,SAN JAVIER,1135.8414413369783,13983.693853975017
1967,"(835462.6948177291, 1186256.0777268664)",0404002,0404,MZ,Bermejal-Los Alamos,04,ARANJUEZ,308.9323627876806,3154.422207781625
1968,"(835120.1476954046, 1185849.4899977406)",0405015,0405,MZ,Moravia,04,ARANJUEZ,364.5483125308715,3638.8415883594594
1969,"(836600.3703477123, 1187135.673779717)",0401018,0401,MZ,Berlin,04,ARANJUEZ,377.1240939443387,6375.028937813537
1970,"(836295.4941131639, 1186273.1000802147)",0411016,0411,MZ,Las Esmeraldas,04,ARANJUEZ,132.87657772174757,1014.8781210401578
1971,"(835800.40156793, 1186319.806341614)",0413006,0413,MZ,Aranjuez,04,ARANJUEZ,275.94826684529943,3383.215984848899
1972,"(835073.7782567823, 1186154.6162622632)",0405048,0405,MZ,Moravia,04,ARANJUEZ,3923.4503306455426,9203.968803699083
1973,"(835161.587187191, 1185902.921775188)",0405028,0405,MZ,Moravia,04,ARANJUEZ,195.1037410697327,1948.423414880267
1974,"(831937.3807106718, 1185252.4819212647)",1201009,1201,MZ,Ferrini,12,LA AMERICA,309.1184646277522,5702.877790037475
1975,"(836402.2207855454, 1184998.0712599105)",0409026,0409,MZ,Manrique Central No. 1,04,ARANJUEZ,308.708683104527,5202.011102744594
1976,"(831950.90992437, 1185337.8444700264)",1201010,1201,MZ,Ferrini,12,LA AMERICA,418.6846617343677,10938.782484254007
1977,"(831842.9638173322, 1181016.7359246835)",1603005,1603,MZ,Belén,16,BELEN,158.9667306945251,1590.1851712182356
1978,"(835206.8193692198, 1186768.5818395512)",0405105,0405,MZ,Moravia,04,ARANJUEZ,621.6166231122245,1874.1694006042421
1979,"(835729.3647830114, 1187317.7898232942)",0402030,0402,MZ,San Isidro,04,ARANJUEZ,362.43565117912226,5817.640074580732
1980,"(836384.9477912209, 1184763.4062534661)",0409011,0409,MZ,Manrique Central No. 1,04,ARANJUEZ,351.3687963446519,6068.731223821814
1981,"(836373.5093894727, 1186614.3821061333)",0412015,0412,MZ,La Piñuela,04,ARANJUEZ,208.945292226695,2464.7435738666995
1982,"(836360.5578630032, 1186564.1967369756)",0412014,0412,MZ,La Piñuela,04,ARANJUEZ,207.79335092983854,2176.2461177194627
1983,"(835730.3908352936, 1187653.2092458308)",0402045,0402,MZ,San Isidro,04,ARANJUEZ,685.2833393679856,5933.806268193481
1984,"(836173.6711979829, 1186608.8643005514)",0412011,0412,MZ,La Piñuela,04,ARANJUEZ,303.30574832973383,5193.581533005588
1985,"(835750.174374532, 1186684.2087588015)",0413038,0413,MZ,Aranjuez,04,ARANJUEZ,225.75446689264487,3182.3128970794396
1986,"(829767.2364699364, 1181585.039930307)",1616060,1616,N,Las Violetas,16,BELEN,123.31405982085786,857.972973257845
1987,"(838141.056985005, 1187193.9966085285)",0112007,0112,MZ,Carpinelo,01,POPULAR,1004.041734927965,6292.5911635553075
1988,"(833896.8740902405, 1186121.072145847)",0519017,0519,MZ,El Progreso,05,CASTILLA,240.5232282072503,3194.01582501091
1989,"(834551.2082327427, 1187004.8911623966)",0513018,0513,MZ,Francisco Antonio Zea,05,CASTILLA,147.9979349610622,1079.9773533082525
1990,"(834721.4142339434, 1189681.5417892449)",0504046,0504,MZ,Tejelo,05,CASTILLA,208.11518599384178,2611.4430580744197
1991,"(836006.706966992, 1189655.1246687646)",0501033,0501,MZ,Toscana,05,CASTILLA,65.99822746806538,215.98325939508965
1992,"(834287.2240435325, 1187245.1930671062)",0513071,0513,MZ,Francisco Antonio Zea,05,CASTILLA,187.00101732928331,1386.6197384708037
1993,"(834855.4921940803, 1189390.3687013471)",0504025,0504,MZ,Tejelo,05,CASTILLA,395.9926369707406,6279.78990520071
1994,"(834722.0079135111, 1187691.4465392297)",0511040,0511,MZ,Castilla,05,CASTILLA,436.51775990242396,8181.672258223963
1995,"(835454.3412082143, 1189426.1432085054)",0505027,0505,MZ,Boyacá,05,CASTILLA,464.8613527182251,8101.876861196345
1996,"(834031.3959111319, 1186004.4246897104)",0519007,0519,MZ,El Progreso,05,CASTILLA,342.4273398851634,6060.831901781937
1997,"(834676.2958544773, 1186866.7854280667)",0513001,0513,MZ,Francisco Antonio Zea,05,CASTILLA,859.3547889861779,11109.62515842462
1998,"(835022.3371567889, 1188009.4127370985)",0509056,0509,MZ,Girardot,05,CASTILLA,1263.2158765335407,28242.017555877064
1999,"(835166.5589038869, 1186740.5208949617)",0405103,0405,MZ,Moravia,04,ARANJUEZ,1099.138577610588,4044.6994830330295
2000,"(835491.8478535408, 1186493.8991432302)",0404007,0404,MZ,Bermejal-Los Alamos,04,ARANJUEZ,616.2658389807153,7866.521114452849
2001,"(836614.1915009412, 1186361.361184257)",0411019,0411,MZ,Las Esmeraldas,04,ARANJUEZ,245.7075114841472,3540.621095142138
2002,"(834161.1299970831, 1186964.3902485864)",0514023,0514,MZ,Alfonso López,05,CASTILLA,469.0810151478588,7670.958941423599
2003,"(831868.7327615783, 1183720.490755975)",1112036,1112,MZ,El Velódromo,11,LAURELES,228.1689154410224,2666.7633059584655
2004,"(834912.9851817155, 1188298.5916741714)",0509055,0509,MZ,Girardot,05,CASTILLA,130.89103019266474,991.4556237157922
2005,"(834477.8998168797, 1187470.1058523823)",0511020,0511,MZ,Castilla,05,CASTILLA,517.5084528295093,8305.295654832136
2006,"(834211.237866392, 1187289.9098780472)",0513068,0513,MZ,Francisco Antonio Zea,05,CASTILLA,203.04701950134208,1326.2794736354997
2007,"(835266.3995314954, 1188739.032333042)",0509051,0509,MZ,Girardot,05,CASTILLA,209.39226297212403,2534.4711764079993
2008,"(835396.4298283983, 1189767.3888050402)",0503041,0503,MZ,Florencia,05,CASTILLA,143.99828716115576,1151.9776629352486
2009,"(836048.7631053235, 1189229.6691613584)",0501016,0501,MZ,Toscana,05,CASTILLA,230.49567448379256,2511.9886179490136
2010,"(834711.877898391, 1187312.025547125)",0511001,0511,MZ,Castilla,05,CASTILLA,1360.2293912677155,20775.378652854208
2011,"(834423.4362680884, 1188100.4414296094)",0511049,0511,MZ,Castilla,05,CASTILLA,395.7126578084353,4603.722808916178
2012,"(834750.7536970418, 1188071.4809695699)",0509003,0509,MZ,Girardot,05,CASTILLA,134.98920883571307,1109.1959930337784
2013,"(834850.8920284746, 1188302.7652589977)",0509017,0509,MZ,Girardot,05,CASTILLA,262.06709398764633,3098.740524724594
2014,"(835034.4404785199, 1189906.2789249886)",0503051,0503,MZ,Florencia,05,CASTILLA,549.788232505738,7516.985270761527
2015,"(835924.5701443907, 1188518.4606716316)",0507003,0507,MZ,Héctor Abad Gómez,05,CASTILLA,201.7549687228214,1926.3809080329065
2016,"(834307.4935896535, 1186918.3828849965)",0514021,0514,MZ,Alfonso López,05,CASTILLA,330.2910814359823,3992.8035080033546
2017,"(834545.4307880839, 1187062.6403074309)",0513029,0513,MZ,Francisco Antonio Zea,05,CASTILLA,147.9974508144294,1079.9610594193348
2018,"(834820.3256753845, 1177388.831040303)",1416008,1416,MZ,Alejandría,14,EL POBLADO,447.2294579936856,10555.20765380414
2019,"(834663.0455196875, 1177488.8714632106)",1416009,1416,MZ,Alejandría,14,EL POBLADO,576.5193013290933,16840.886582567848
2020,"(834447.2755069375, 1185108.4983796144)",0517007,0517,MZ,Caribe,05,CASTILLA,1321.93513337056,98429.87645370809
2021,"(834268.7780856045, 1187538.4703261787)",0511016,0511,MZ,Castilla,05,CASTILLA,383.2338711186434,3577.928353388399
2022,"(834827.3451898979, 1188599.1954741266)",0509029,0509,MZ,Girardot,05,CASTILLA,354.3866794711709,4262.580368244842
2023,"(835254.9552342362, 1188693.7077891151)",0509048,0509,MZ,Girardot,05,CASTILLA,207.33479564194994,2443.6980408274526
2024,"(835239.1843678474, 1188601.8638074123)",0509045,0509,MZ,Girardot,05,CASTILLA,219.51149256098074,2243.4117374243497
2025,"(835111.4839904584, 1187246.0505552317)",0510012,0510,MZ,Tricentenario,05,CASTILLA,430.95024296584677,4795.117292985641
2026,"(835097.3822820827, 1188558.5254750075)",0509041,0509,MZ,Girardot,05,CASTILLA,351.7245168609773,4561.567156545889
2027,"(834466.3373998485, 1188251.4680310157)",0509009,0509,MZ,Girardot,05,CASTILLA,318.95125710738483,3695.0998104708724
2028,"(835958.8859862384, 1189310.5792114178)",0501020,0501,MZ,Toscana,05,CASTILLA,271.1113593342855,3186.152364192501
2029,"(834960.2448704909, 1188266.8760023282)",0509016,0509,MZ,Girardot,05,CASTILLA,173.06909847788876,1444.4451394972207
2030,"(836443.553167918, 1186244.040146958)",0411005,0411,MZ,Las Esmeraldas,04,ARANJUEZ,451.0775259659138,7636.369966423338
2031,"(836408.1019651244, 1185226.4090332356)",0409035,0409,MZ,Manrique Central No. 1,04,ARANJUEZ,220.7918290023624,2456.652247646136
2032,"(836260.9698385467, 1186223.960185532)",0411013,0411,MZ,Las Esmeraldas,04,ARANJUEZ,117.91456567684081,689.7293829954872
2033,"(836363.6617261694, 1186113.8727911604)",0410047,0410,MZ,Campo Valdés No. 1,04,ARANJUEZ,330.6828046625553,3420.231539169534
2034,"(835894.4505792025, 1186545.1908487168)",0413019,0413,MZ,Aranjuez,04,ARANJUEZ,260.39359692022094,3387.0112857928307
2035,"(831711.957401015, 1183731.437306792)",1112039,1112,MZ,El Velódromo,11,LAURELES,413.3494585482402,9174.33242718184
2036,"(831719.3220958803, 1183649.755262678)",1112038,1112,MZ,El Velódromo,11,LAURELES,349.222411385068,2499.3325306785155
2037,"(834222.3105192217, 1187403.3830643287)",0511013,0511,MZ,Castilla,05,CASTILLA,321.10019129217034,3579.4894615557173
2038,"(834602.2153697042, 1187276.2890750836)",0511003,0511,MZ,Castilla,05,CASTILLA,430.85593491779565,3577.9029111701557
2039,"(834401.1952978661, 1187076.8440129217)",0513036,0513,MZ,Francisco Antonio Zea,05,CASTILLA,166.30310148018123,659.5646471503492
2040,"(834391.0099332763, 1187043.1001051408)",0513027,0513,MZ,Francisco Antonio Zea,05,CASTILLA,181.6511230770346,1199.8841054033114
2041,"(834997.2867545827, 1189662.210214446)",0503009,0503,MZ,Florencia,05,CASTILLA,298.38765040846664,4223.527936061834
2042,"(834700.5083217967, 1187061.4840070885)",0513020,0513,MZ,Francisco Antonio Zea,05,CASTILLA,110.68981535131212,669.1548476056531
2043,"(835924.7617547094, 1188694.0675346996)",0507018,0507,MZ,Héctor Abad Gómez,05,CASTILLA,175.00027439188267,1248.0060628585713
2044,"(835938.2856006761, 1188639.558277647)",0507002,0507,MZ,Héctor Abad Gómez,05,CASTILLA,2787.977273487133,45974.88122500229
2045,"(835283.9374574586, 1189342.1173202272)",0505025,0505,MZ,Boyacá,05,CASTILLA,196.79764153128576,1578.97011751446
2046,"(834394.0255018426, 1187014.001263508)",0513024,0513,MZ,Francisco Antonio Zea,05,CASTILLA,211.19550373613393,1199.9707917715552
2047,"(835228.7552739611, 1189115.4818502378)",0505012,0505,MZ,Boyacá,05,CASTILLA,479.0604063079021,11005.500863940782
